,0,1
0,-29.30160792216857,7.038314603928153
1,-26.601870829655798,9.843004340769314
2,-29.50925737926436,7.616078470206713
3,-30.96797999525987,7.328730820216074
4,-29.473754932782914,9.328401771927599
5,-31.47117464353875,9.256054687751583
6,-34.682699786111144,7.54950995272691
7,-31.75736645702296,9.288253177077213
8,-36.01732794938215,8.82029317229189
9,-35.41496738279916,8.752404779993821
10,-32.548825235201306,13.183936641636997
11,-32.29197792100824,13.289612392778718
12,-37.22684006527563,13.925089795514895
13,-37.20600120710266,14.038665837620043
14,-36.23804959219778,16.474242995203863
15,-36.26353379799066,16.507472895683197
16,-37.09649576193955,17.467078127658244
17,-37.123142357344,17.89115772286729
18,-36.346971295506705,18.833022075459233
19,-36.32100905074733,18.942512105025177
20,-32.49935040043685,21.093949986995653
21,-36.3695036234973,23.583388277871318
22,-33.96839105621746,22.160207921509375
23,-35.128423548975704,22.139062668284357
24,-26.51201522928115,8.608888670909781
25,-32.592783095279835,7.204281809203555
26,-29.172614882189084,8.246700970686437
27,-26.662896209897813,9.885426243972889
28,-29.224515559342475,9.150660361604679
29,-30.80492501764275,9.12304274428581
30,-35.01444850673424,7.209066954526685
31,-32.625141213648746,9.125695838675062
32,-31.087557684916632,11.882174987031094
33,-35.16423014923635,8.428860577564949
34,-31.56150898390834,13.230873206357717
35,-34.73709273155901,10.203102323493859
36,-35.86549563275421,10.713353445902827
37,-33.484633616075904,14.47247486072657
38,-31.955071294303096,15.44164071240961
39,-31.807086007310946,15.942208676560785
40,-38.858851614698935,17.10417464408709
41,-37.044965667779095,17.879353132680805
42,-36.19956444587313,19.2342369133747
43,-33.84170076071949,20.31581545225779
44,-34.018052685675805,20.388460041974255
45,-35.02661863857543,20.568717291733158
46,-33.25611030950377,21.554814241208923
47,-35.11437737424116,21.18963999277574
48,-35.34979003444939,21.953316292149886
49,-28.79816315706764,7.930817401661559
50,-25.51061537216229,9.228856662757346
51,-30.787079041193625,7.350669534240443
52,-26.507189977506624,9.777822031060337
53,-32.845966542683165,7.381713268076904
54,-30.377696200152673,9.161391757077219
55,-30.818285517442046,8.992093806149363
56,-30.135300350097502,10.954519851770252
57,-34.32210032951709,9.462832329653848
58,-33.74810326827418,9.331893092582357
59,-35.43901946726705,7.626065061918657
60,-31.31890333972786,13.742497920771685
61,-31.90485898919107,13.776727697119407
62,-33.42795594879225,14.525532758114169
63,-29.821083205226216,16.00442228342109
64,-29.962826725285304,16.091962834346322
65,-36.32766954450823,17.00528317190165
66,-33.018829962270644,18.406579954585848
67,-33.11065928798376,18.541420242435006
68,-33.56094882386913,19.843533902831908
69,-35.582370793927645,20.19841661878402
70,-34.23257273764923,21.973064308573626
71,-33.59795685329054,21.81886777961158
72,-36.2186317064056,23.622514870848743
73,-35.37211614423356,21.767137674348707
74,-25.583639704972665,9.234694904925414
75,-29.3703204565449,7.629026859392816
76,-29.878449540979762,7.488690044546651
77,-26.509028237477082,9.756674033519861
78,-29.36667551058017,9.281282692194486
79,-29.326333796313495,10.148853729526197
80,-31.41551811811089,9.2902258326107
81,-31.399636688956925,11.195771460193399
82,-31.243808059481612,11.80012537294743
83,-34.91866312130039,8.771740266520522
84,-35.39220344596138,10.33731158419169
85,-31.199815795999527,13.897246509700604
86,-32.318729550362036,13.533978729377225
87,-31.126154247634027,14.454243856597461
88,-36.51595190279367,15.768960830092528
89,-31.862048473497552,15.942890757637015
90,-36.32179858895718,17.021201699067227
91,-32.98960067175979,18.375429355362847
92,-35.62912703456446,18.23375851493374
93,-33.238685425857234,20.306503430779987
94,-33.13986531395205,20.837805580923288
95,-33.717096016039775,21.11238694332468
96,-34.46585859133274,20.91827533508598
97,-32.21219236367111,22.179920604620122
98,-34.85005121627512,23.636234603347646
99,-26.579370036857284,8.646371750369632
100,-28.242057596273497,7.470535172754426
101,-27.960916420235105,8.272466687798373
102,-27.589114805802595,8.465390798024327
103,-29.11175851218226,8.573028238679711
104,-29.38318064283893,10.104766017540953
105,-33.18399701471915,9.181655588316845
106,-29.601396718269708,11.000799989405929
107,-29.682334564184913,11.086793715752567
108,-28.606359485060725,13.216682581770955
109,-35.26171888084761,7.233352751128379
110,-28.7363939574391,13.35277268360321
111,-30.601958546705134,14.303900014254724
112,-30.153425599946484,15.14609825176209
113,-30.3640694764164,15.630817990781653
114,-30.18737808980451,15.918774734149796
115,-31.104198940414648,18.580523009196884
116,-31.917373841128978,19.489294103975404
117,-31.911271633524677,19.527489174412054
118,-32.22399115949015,20.586621455302136
119,-33.492145936623594,20.685931247107412
120,-34.85909681457548,23.576437654354454
121,-34.17441652593207,22.714070744926616
122,-31.988124336418913,22.262232125719894
123,-34.15038435691963,23.466273224708885
124,-25.225777266441998,9.225750006137552
125,-27.53778080375004,8.358590148957164
126,-25.29349072550837,9.254031609200048
127,-25.30712401830259,9.286727261985737
128,-27.93765770011246,8.644786913563742
129,-27.630434548989708,11.322400583890499
